Nome: ANGICAL DO PIAUI
Codigo Estacao: A377
Latitude: -6.08944444
Longitude: -42.72749999
Altitude: 183
Situacao: Pane
Data Inicial: 2019-11-13
Data Final: 2024-12-31
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT)(mB);PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT)(mB);RADIACAO GLOBAL(Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA MAXIMA NA HORA ANT. (AUT)(°C);TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);UMIDADE REL. MIN. NA HORA ANT. (AUT)(%);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA (gr)(° (gr));VENTO, RAJADA MAXIMA(m/s);VENTO, VELOCIDADE HORARIA(m/s);
2019-11-13;0000;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;0100;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;0200;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;0300;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;0400;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;0500;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;0600;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;0700;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;0800;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;0900;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;1000;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;1600;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;1700;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;2000;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;2100;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;2200;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-13;2300;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;0000;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;0100;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;0200;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;0300;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;0400;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;0500;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;0600;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;0700;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;0800;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;0900;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;1000;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;1600;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;1700;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;2000;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;2100;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;2200;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-14;2300;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;0000;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;0100;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;0200;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;0300;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;0400;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;0500;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;0600;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;0700;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;0800;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;0900;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;1000;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;1600;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;1700;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;2000;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;2100;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;2200;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-15;2300;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;0000;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;0100;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;0200;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;0300;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;0400;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;0500;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;0600;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;0700;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;0800;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;0900;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;1000;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;1600;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;1700;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;2000;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;2100;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;2200;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-16;2300;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;0000;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;0100;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;0200;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;0300;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;0400;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;0500;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;0600;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;0700;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;0800;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;0900;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;1000;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;1600;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;1700;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;2000;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;2100;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;2200;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-17;2300;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-18;0000;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-18;0100;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-18;0200;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-18;0300;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-18;0400;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-18;0500;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-18;0600;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-18;0700;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-18;0800;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-18;0900;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-18;1000;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-18;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-18;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-18;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;
2019-11-18;1400;989,5;990,2;989,5;3129,4;33,4;33,9;29,8;59;43;45;38;4,9;1,2;
2019-11-18;1500;988,7;989,5;988,7;2345,7;32,4;34;31,6;50;44;48;168;5,4;2,6;
2019-11-18;1600;987,7;988,7;987,7;2074,2;34,1;34,6;32,1;49;39;40;137;6,1;2,3;
2019-11-18;1700;986,7;987,7;986,7;2069,5;34,9;35,4;32,9;42;34;36;94;6,3;1,9;
2019-11-18;1800;985,9;986,7;985,9;2572,6;36,1;36,5;34,7;37;31;32;241;5,4;1,7;
2019-11-18;1900;985,5;985,9;985,5;1815,3;35,7;36,4;35,1;32;31;31;257;5,2;1,1;
2019-11-18;2000;985,6;985,6;985,3;897,3;35,1;36,4;35,1;33;31;33;232;3,9;1,4;
2019-11-18;2100;986,3;986,3;985,6;69,2;32,3;35,2;32,3;44;32;44;279;4,6;2,2;
2019-11-18;2200;986,8;986,8;986,3;-3,5;30,3;32,3;30,3;52;44;52;306;5,2;1,4;
2019-11-18;2300;988,4;989,3;986,8;4,9;23,6;30,9;23,4;87;48;85;360;11,4;1,6;
2019-11-19;0000;988,7;988,7;988,1;,4;24,4;24,8;23,5;90;78;80;172;6,2;1,3;
2019-11-19;0100;989,1;989,2;988,7;-2,5;23,9;24,4;23,6;89;80;89;31;4,1;,4;
2019-11-19;0200;988,9;989,1;988,8;-2,8;23,9;24,5;23,9;90;87;90;152;1,2;,7;
2019-11-19;0300;989,1;989,3;988,9;,8;24,8;24,8;23,9;91;81;82;231;2,9;,4;
2019-11-19;0400;988,8;989,1;988,6;-2,3;24,9;24,9;24,5;85;81;82;5;2,6;1,2;
2019-11-19;0500;988,1;988,8;988,1;-2,8;24,8;25;24,7;83;78;79;357;3,2;1,8;
2019-11-19;0600;988;988,1;987,9;-3,3;24,1;24,8;24;84;78;84;200;3,2;1,1;
2019-11-19;0700;988,6;988,6;987,9;-3,4;23,7;24,2;23,5;90;84;90;173;2,3;,7;
2019-11-19;0800;989,4;989,4;988,6;-2,9;24;24,4;23,6;90;87;88;190;1,9;,9;
2019-11-19;0900;990;990;989,4;39;24,6;24,6;23,8;89;85;85;356;1,9;,7;
2019-11-19;1000;990,8;990,8;990;401,3;26,3;26,5;24,6;85;74;74;347;2,3;,7;
2019-11-19;1100;991,2;991,2;990,8;1389,1;27,9;28;26,2;76;68;69;346;2,9;,7;
2019-11-19;1200;991,5;991,5;991,2;1738,5;28,7;30,1;27,9;70;62;66;236;3,2;1;
2019-11-19;1300;991,3;991,5;991,3;1535,7;29,8;30,5;28,5;68;59;61;129;2,9;,9;
2019-11-19;1400;990,4;991,3;990,4;3020,8;32,5;32,6;29,7;61;46;47;106;4,8;2,1;
2019-11-19;1500;989,3;990,4;989,3;3293,1;33,9;33,9;31,2;51;43;44;111;5,6;2;
2019-11-19;1600;988,2;989,3;988,2;1647,4;32,9;34,3;32,4;47;40;44;127;5,2;1,1;
2019-11-19;1700;987,2;988,2;987,2;2316,3;35;35,1;32,9;45;38;39;68;4;1,4;
2019-11-19;1800;986,2;987,2;986,2;2271;35;36,4;33,8;40;33;35;60;3,4;1;
2019-11-19;1900;985,4;986,2;985,3;1050;35,2;35,5;33,6;43;33;35;64;3,1;1,1;
2019-11-19;2000;985,6;985,6;985,3;842,1;34,7;35,5;34,7;37;32;35;78;3,4;1;
2019-11-19;2100;986,3;986,3;985,6;116,6;31,9;34,7;31,9;45;36;45;40;2,9;,6;
2019-11-19;2200;987,1;987,1;986,3;-3,5;29,8;31,9;29,8;58;45;56;323;1,4;,3;
2019-11-19;2300;988,2;988,2;987,1;-3,5;29;30,5;29;60;51;54;77;4,4;1,6;
2019-11-20;0000;988,7;988,7;988,2;-3,5;28,7;29,1;28,7;55;51;55;11;4;1,5;
2019-11-20;0100;990,5;990,5;988,7;,8;22,8;28,7;22,1;88;55;88;43;10,7;1,6;
2019-11-20;0200;991,4;991,4;990,5;,6;23,1;23,1;22,5;90;87;89;147;4,6;1,9;
2019-11-20;0300;989,9;991,5;989,9;-1,3;23,4;23,5;22,9;92;88;91;334;4,6;1;
2019-11-20;0400;989,3;989,9;989,3;-2,1;23,4;23,6;23,2;92;91;91;16;1,7;,7;
2019-11-20;0500;987,8;989,3;987,8;-3;23,5;23,6;23,3;91;90;90;215;2;,4;
2019-11-20;0600;987,9;987,9;987,6;-3;23,3;23,5;23,2;91;90;91;172;1;,3;
2019-11-20;0700;987,1;987,9;987,1;-3;23,6;23,7;23,1;92;88;88;309;4,2;1,7;
2019-11-20;0800;988,2;988,2;987,1;-2,4;23,1;23,7;23,1;91;85;91;153;4,1;,9;
2019-11-20;0900;988,9;988,9;988,1;48,7;23;23,2;22,9;92;91;92;141;1,8;,7;
2019-11-20;1000;989,8;989,8;988,9;628,9;24,7;24,8;23;92;85;85;137;2,6;1,4;
2019-11-20;1100;990,1;990,1;989,8;1075,7;25,8;25,9;24,4;87;75;78;117;2,7;1,5;
2019-11-20;1200;990,1;990,2;990;1892;27,6;27,7;25,7;79;67;70;344;2,6;,6;
2019-11-20;1300;989,5;990,1;989,5;2612,5;30;30,6;27,6;70;54;58;123;5,2;2,1;
2019-11-20;1400;988,9;989,5;988,9;3011;31,1;32;29,7;60;49;52;103;6,1;2;
2019-11-20;1500;987,8;988,9;987,8;3250,2;32,3;33,5;31,1;53;45;46;174;6;1,9;
2019-11-20;1600;986,6;987,9;986,6;2816,4;33,7;34,6;32;49;37;41;124;4,6;1,8;
2019-11-20;1700;985,8;986,6;985,8;1581,7;34,3;34,5;33,1;42;37;37;225;4,6;1,1;
2019-11-20;1800;985,2;985,8;985,2;2403,1;35,1;36;34;40;31;32;172;6,1;3,3;
2019-11-20;1900;984,6;985,2;984,6;1875,3;35,7;36,2;35,1;34;29;30;169;6,1;2,2;
2019-11-20;2000;984,4;984,7;984,3;904,3;35,2;35,8;35,2;33;29;29;137;4,8;1,1;
2019-11-20;2100;984,8;984,8;984,4;106,7;32,1;35,2;32;43;29;41;55;2,9;,7;
2019-11-20;2200;985,6;985,6;984,8;-3,5;29;32,1;28,8;64;41;62;312;1,1;,4;
2019-11-20;2300;986,2;986,3;985,6;-3,5;27,3;29,1;27,3;71;60;68;3;1;,5;
2019-11-21;0000;986,7;986,7;986,2;-3,5;25,9;27,3;25,9;77;67;76;167;1,2;,1;
2019-11-21;0100;987;987;986,7;-3,5;25,1;26;25,1;79;75;79;345;1,4;,5;
2019-11-21;0200;986,8;987,1;986,8;-3,5;24;25,7;24;84;77;84;106;1,1;,6;
2019-11-21;0300;986,6;986,8;986,6;-3,5;23,6;24,5;23,5;85;82;85;97;1;,3;
2019-11-21;0400;986,9;986,9;986,6;-3;27,4;27,5;23,6;86;61;62;4;5;1,9;
2019-11-21;0500;986,7;987;986,7;-3,5;26,6;27,4;26,5;70;62;70;331;5;1,3;
2019-11-21;0600;987;987;986,5;-3,5;25,1;26,6;25,1;79;70;79;258;2,7;,3;
2019-11-21;0700;987,7;987,7;987;-3,5;24,4;25,1;24,4;83;79;83;326;1,9;,6;
2019-11-21;0800;988,6;988,6;987,7;-3,5;24;24,6;24;83;81;83;205;2,2;,7;
2019-11-21;0900;989,6;989,6;988,6;40,5;24,6;24,6;23,6;87;82;83;338;1,6;,8;
2019-11-21;1000;990,3;990,3;989,6;439,5;26,1;26,1;24,6;83;76;76;320;3,4;1,5;
2019-11-21;1100;990,6;990,6;990,3;1032,6;26,7;27,2;26,1;76;71;72;227;3,6;1,1;
2019-11-21;1200;990,9;990,9;990,5;1219;27,8;28,1;26,7;73;68;68;300;2,7;,8;
2019-11-21;1300;990,5;990,9;990,5;1570,3;29,4;29,4;27,8;70;63;64;248;3,1;1,4;
2019-11-21;1400;989,6;990,5;989,6;2406,2;30,4;30,6;29,2;64;56;59;319;3,7;,8;
2019-11-21;1500;988,4;989,6;988,4;3228,4;32;32,4;30,3;59;46;46;173;3,5;1,5;
2019-11-21;1600;987;988,3;987;3410,1;33,5;34,1;32;48;39;41;211;4,6;1,9;
2019-11-21;1700;986;987;986;2751,5;34;34,6;33,3;43;37;38;178;4,6;1,6;
2019-11-21;1800;985,1;986;985,1;1201,3;34;34,6;33,3;40;34;34;244;3,1;,6;
2019-11-21;1900;984,9;985,1;984,9;1424,5;34,2;35;33,8;40;33;33;211;4,7;1,6;
2019-11-21;2000;985,2;985,3;984,9;524,3;33,3;34,4;33,3;41;33;40;289;3,3;,9;
2019-11-21;2100;985,6;985,6;985,2;89,4;30,5;33,3;30,5;50;39;49;21;2;,3;
2019-11-21;2200;986,1;986,1;985,6;-3,5;29,1;30,5;28,8;61;49;56;332;2,6;,8;
2019-11-21;2300;986,3;986,3;986,1;-3,5;28,7;29,1;28,5;61;55;60;321;2,2;,9;
2019-11-22;0000;986,7;986,7;986,3;-3,5;28,8;28,9;27,4;65;59;60;302;3,1;1,4;
2019-11-22;0100;987,4;987,4;986,7;-3,5;26,2;28,8;26,2;70;60;70;214;3,3;,5;
2019-11-22;0200;987,5;987,6;987,4;-3,5;25,5;26,3;25,1;79;70;77;349;1,2;,6;
2019-11-22;0300;988;988;987,5;-3,5;26;26;24,3;83;75;75;354;3,7;1,1;
2019-11-22;0400;987,6;988;987,6;-3,5;26,8;27,5;26;75;65;71;323;6,8;2,8;
2019-11-22;0500;987,3;987,6;987,3;-3,5;25,8;26,8;25,8;77;71;77;319;6,1;1,8;
2019-11-22;0600;987,3;987,4;987,2;-3,5;25,2;25,8;25;80;77;80;312;4,6;1,1;
2019-11-22;0700;987,9;987,9;987,2;-3,5;24,8;25,2;24,8;81;80;81;343;3,7;1,5;
2019-11-22;0800;988,6;988,6;987,9;-3,3;25;25;24,7;82;81;81;331;4,4;1,7;
2019-11-22;0900;989,1;989,1;988,6;59,4;25,1;25,1;24,9;81;79;79;327;4,9;1,2;
2019-11-22;1000;989,9;989,9;989,1;341,1;25,4;25,5;25,1;80;77;78;342;3,7;1,9;
2019-11-22;1100;990,2;990,2;989,9;1349,6;27,8;27,9;25,4;78;66;67;305;3,3;1;
2019-11-22;1200;990,4;990,4;990,2;1287,7;28,5;28,5;27,3;69;63;64;38;3,2;,8;
2019-11-22;1300;990,4;990,6;990,3;819,1;29;29,1;28,4;65;61;62;36;3,8;,7;
2019-11-22;1400;989,7;990,4;989,7;2220,7;31;31,5;28,9;64;52;53;89;3,3;1;
2019-11-22;1500;989,2;989,8;989,2;1931,4;31,7;32;28,9;61;49;49;85;8;4;
2019-11-22;1600;988,3;989,2;988,3;3313,6;31,3;33;31,1;51;40;44;107;8;3,4;
2019-11-22;1700;987,4;988,3;987,4;2604,1;32,3;33;31,3;45;38;40;103;8;2,7;
2019-11-22;1800;986,5;987,4;986,5;2357,6;32,4;33,9;31,7;42;37;41;145;6,3;2;
2019-11-22;1900;986;986,5;986;1507;32,1;33,2;31,9;41;37;40;183;4,6;2,6;
2019-11-22;2000;986;986,1;985,9;662;32;32,5;31,7;41;38;41;209;4,6;2;
2019-11-22;2100;986,4;986,5;986;90,8;29,3;32;29,3;51;41;51;171;4;,9;
2019-11-22;2200;987;987;986,4;-3,5;28,3;29,5;27,8;58;51;58;327;2;1;
2019-11-22;2300;987,6;987,6;987;-3,5;26,4;28,3;25,9;69;58;67;348;1,4;,6;
2019-11-23;0000;988,2;988,2;987,6;-3,5;25,5;26,4;25,5;72;67;71;344;1,7;,4;
2019-11-23;0100;988,4;988,4;988,2;-3,5;24,4;26,6;24,4;73;62;73;136;2,6;,4;
2019-11-23;0200;988,3;988,5;988,2;-3,5;24,2;25,5;24,2;77;69;75;286;1,8;,2;
2019-11-23;0300;988,1;988,3;988;-3,5;23,6;24,2;23,5;80;75;79;172;2,1;,6;
2019-11-23;0400;988;988,3;988;-3,5;26,7;27;23,6;79;64;68;360;6,1;2,9;
2019-11-23;0500;987,8;988,1;987,7;-3,5;25,5;26,7;25,5;74;68;74;357;5,8;2,1;
2019-11-23;0600;987,8;987,9;987,7;-3,5;24,8;25,5;24,6;78;74;78;320;4,2;,8;
2019-11-23;0700;988,4;988,5;987,8;-3,5;23,4;24,8;23,4;83;77;83;70;2,6;,2;
2019-11-23;0800;988,6;988,6;988,4;-3,5;22,4;23,4;22,3;89;83;89;54;,9;,2;
2019-11-23;0900;989,5;989,5;988,6;57,1;22,6;22,6;21,8;91;88;89;105;1;,2;
2019-11-23;1000;990,8;990,8;989,5;658,2;25,2;25,4;22,6;89;76;76;118;1,6;,9;
2019-11-23;1100;991,3;991,3;990,9;1484;27,8;27,8;25,2;78;64;65;101;2,1;,7;
2019-11-23;1200;991,5;991,6;991,3;2260,6;30,4;30,6;27,8;66;54;55;52;6,1;1,6;
2019-11-23;1300;991,2;991,6;991,2;2855,4;31;31,4;29,9;56;49;50;126;4,9;1,2;
2019-11-23;1400;990,7;991,2;990,7;3372,6;32,5;32,7;30,5;54;44;45;119;4,8;2;
2019-11-23;1500;990;990,8;990;3027;32,7;34;31,7;47;40;43;61;5;1,3;
2019-11-23;1600;988,8;990;988,8;2546,9;33,8;35,1;32,8;43;35;39;164;4,3;1,5;
2019-11-23;1700;987,5;988,8;987,5;2868,9;35,7;36,2;33,7;39;32;33;88;4,7;2,1;
2019-11-23;1800;986,6;987,6;986,6;2352,7;35,9;36,3;34,6;34;29;30;143;4,4;1,6;
2019-11-23;1900;986,1;986,6;986;1802,1;35,7;35,9;35;31;27;29;112;5,8;1,5;
2019-11-23;2000;986,2;986,2;986;784;34,4;35,7;34,3;32;26;32;161;4,3;,8;
2019-11-23;2100;986,5;986,5;986,2;157,3;31;34,5;31;46;30;43;38;1,8;,4;
2019-11-23;2200;987;987;986,5;-3,5;29,2;31,2;28,8;53;42;52;342;1,1;,7;
2019-11-23;2300;987,5;987,5;987;-3,5;27,4;29,2;27,4;59;52;59;360;1,1;,6;
2019-11-24;0000;987,9;987,9;987,5;-3,5;25,9;27,4;25,9;68;58;65;353;1,1;,4;
2019-11-24;0100;988,3;988,3;987,9;-3,5;25,2;26,2;25,1;70;63;68;17;1,2;,2;
2019-11-24;0200;988,1;988,3;988;-3,5;25;25,3;24,5;71;63;66;37;1,1;,4;
2019-11-24;0300;987,9;988,1;987,9;-3,5;24,1;25,4;24,1;75;63;74;147;,8;,2;
2019-11-24;0400;987,9;987,9;987,6;-3,5;27,4;27,5;23,8;76;58;58;359;4,7;1,9;
2019-11-24;0500;987,5;987,9;987,5;-3,5;27;27,8;27;65;57;65;314;6,8;1,2;
2019-11-24;0600;987,7;987,7;987,5;-3,5;25,6;27;25,6;72;65;72;29;3,5;,6;
2019-11-24;0700;988;988;987,6;-3,5;23,9;25,6;23,9;82;72;81;318;2;,3;
2019-11-24;0800;988,6;988,6;988;-3,5;22,9;23,9;22,9;85;81;85;35;1;,2;
2019-11-24;0900;989,2;989,2;988,6;42,1;23,6;23,6;22,6;87;84;84;281;1,1;,5;
2019-11-24;1000;989,9;989,9;989,2;647;26,3;26,3;23,6;84;72;72;317;2,9;1,5;
2019-11-24;1100;989,9;990;989,9;1591,5;28,9;28,9;26,2;73;63;63;321;3,4;1,1;
2019-11-24;1200;990,1;990,2;989,9;2382,1;30,3;30,8;28,6;64;55;56;84;3,6;1,3;
2019-11-24;1300;989,8;990,1;989,8;3056;31,6;32,2;30,2;57;50;53;324;4,6;1,6;
2019-11-24;1400;988,9;989,8;988,9;3489,9;34,1;34,1;31,5;54;41;42;314;3,9;1,7;
2019-11-24;1500;988,1;988,9;988,1;3612,6;33,6;35,4;33,5;43;36;39;154;5,3;1,6;
2019-11-24;1600;987;988,1;986,9;3220,6;35,8;36,3;33,6;42;34;37;191;4,9;2,8;
2019-11-24;1700;985,8;987;985,8;3186,4;36,1;37,1;34,8;37;31;33;308;4,8;1,4;
2019-11-24;1800;985,1;985,8;985,1;2608,1;36,8;37,3;36,1;35;30;32;271;4;1,9;
2019-11-24;1900;984,6;985,1;984,6;1025,3;35,7;37,3;35,6;33;30;31;206;4,3;1,8;
2019-11-24;2000;984,3;984,6;984,2;846,7;36,2;36,7;35,7;32;30;31;242;3,4;,9;
2019-11-24;2100;984,8;984,8;984,3;133,6;32,7;36,2;32,7;45;30;44;252;2,4;,3;
2019-11-24;2200;985,4;985,4;984,8;-3,5;30,8;33,2;30,8;51;41;51;352;2,7;,7;
2019-11-24;2300;986,1;986,1;985,4;-3,5;29,4;30,8;29,4;58;49;54;58;1,5;,2;
2019-11-25;0000;986,9;986,9;986,1;-3,5;28,7;29,5;28,6;61;54;57;125;1,8;,2;
2019-11-25;0100;987,6;987,6;986,9;-3,5;28,4;28,8;28,1;64;57;63;151;,8;,4;
2019-11-25;0200;987,6;987,6;987,5;-3,5;27,7;28,4;27,5;69;63;64;151;2;,7;
2019-11-25;0300;987,3;987,6;987,3;-3,1;30;30;27,3;69;52;53;7;4,6;2,1;
2019-11-25;0400;987;987,3;987;-3,5;28,6;30;28,6;64;52;64;348;8,6;1,8;
